OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,ACT4,,"ACT4 Beechworth House, 40-48 High Street, Acton, W3",http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=520439.32&y=180090.25,OSGB36,520439.32000000001,180090.25,0.10000000000000001,Not owned by a public authority,yes,Permissioned,other,2016-08-09,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O8RNRXJM04000,,5,Conversion of offices to 17 units,,,,,,,The allocation promotes refurbishment or redevelopment to provide a mix of uses appropriate to the town centre.  Permitted Development rights have been confirmed (PAN/2014/1913 & 162883PAOR) for the c,2017-12-20,2017-12-20,Ealing,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0043,,"Development Land At 53A-53B, Kingston Hill, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.28496700000000003,51.416094999999999,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-01-23,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=16/13202/FUL,,5,"""Erection of a terrace of 4 x dwellings (C3) with associated car parking and landscaping on the main part of the site; and the erection of a replacement and enlarged office building following demoliti",,,,,,,"""Planning permission 16/13202/FUL for 4 net additional homes (C3) granted on 23/01/2017.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-54,,“29 Market St Woolwich“,www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,543357,178827,0.10000000000000001,Unknown ownership,Yes,Permissioned,Full planning permis,2016-05-12,,,22,"“14/3763/F. Conversion of former Woolwich Police Station buildings into 19 residential flats including extensions, external alterations and internal alterations; together with demolition of existing o",,,,,,,"""Started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD04,,Blake Avenue,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.094751000000000002,51.533301999999999,0.10000000000000001,Not owned by a public authority,,Permissioned,,,,,14,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR16,N/A,"248 Southlands Road  BR1 2EQ 
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O9KKPCBTGPK00,ETRS89,51.396393760000002,0.043936362,0.10000000000000001,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2016-08-31,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O9KKPCBTGPK00,N/A,9,Proposal for the erection of a rear extension incorporating basement ground and first floors to provide additional three flats (total of 6 x two bedroom units and 1 x one bedroom unit) ,Erection of waste and bike stores at the front.,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0041,,"Newbury House, 890-900 Eastern Avenue",,WGS84,0.092436000000000004,51.575082000000002,0.5,Mixed ownership,Yes,Permissioned,Other,2015-02-08,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,237,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Prior Approval - 2125/14  - Refused Planning Appication - 5988/16 - Local Plan allocation site number: 50,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,14-AP-4640,," Capital House, 40-46 Weston Street  SE1 3QD",,OSGB3,533001.16000000003,179974.54999999999,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2015-11-25,,,119,"Demolition of Capital House, and erection of a 21 and 31 storey building (1 basement Level plus ground and 30 upper storeys) to a maximum height 108.788m to provide 119 residential units (C3), retail/","Demolition of Capital House, and erection of a 21 and 31 storey building (1 basement Level plus ground and 30 upper storeys) to a maximum height 108.788m to provide 119 residential units (C3), retail/",,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,P2016/3210/FUL,,"5th and 6th floor, 16-26 Banner Street",http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3976539.477,-6343.8783000000003,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-04-24,http://planning.islington.gov.uk/Northgate/PlanningExplorer/Generic/StdDetails.aspx?PT=Planning Applications On-Line&TYPE=PL/PlanningPK.xml&PARAM0=444717&XSLT=/Northgate/PlanningExplorer/SiteFiles/Ski,,6,"Erection of part single, part two-storey roof extension to provide six residential units in conjunction with associated external alterations to the building, cycle parking, refuse storage and ancillar",,,,,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1307,,Land Adjacent to Hornsey Bowling Club Rectory Gardens London N8 7QT,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289338,ETRS89,-0.122574,51.587795999999997,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2016-10-03,,,4,"Development of the site to provide 4 x 4 bedroom townhouses with associated private amenity space, car and cycle parking and landscaping",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3677,, 35-41 Nunhead Lane  SE15 3TR,,OSGB3,534668.32999999996,175636.03,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-07-19,,,12,"Development to provide 12 residential units in two blocks: 1x four storey block containing 10x flats (1x 1 bed wheelchair flat, 2x 1 bed and 7x 2 bed flats)(Block A) and 2x two storey, 3 bedroom house",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,NSP59,,Salisbury estate car park,,OSGB3,532662.75,178734.31,0.10000000000000001,Unknown ownership,,Not permissioned,,,,,25,,Acceptable:community uses (D use class),,25,31,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-2957,, Rear Of 60 Dulwich Village  SE21 7AJ,,OSGB3,533106.75,174053.85999999999,0.11,Unknown ownership,yes,Permissioned,full planning permis,2016-04-06,,,2,"Erection of two three bedroom semi-detached three storey houses including basement; with associated
off-street parking and private gardens.",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2009/0181,,579C High Road London N17 6SB London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=195262,ETRS89,-0.069596000000000005,51.596125000000001,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2009-06-12,,,8,"Demolition of existing building and erection of part two / part three storey building comprising of 1 x 3 bed, 3 x 2, 4 x 1 bed flats, 4 x B1 units at ground floor with eight car parking spaces.",Expected to deliver around 353sqm of B1 floorspace,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC003, ,"St Quintin Garage, 142A Highlever Road",https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",523282,181815,0.12,Not owned by a public authority,yes,Not permissioned, ,,, ,6, , , ,6,10, ,https://www.rbkc.gov.uk/planning-and-building-control/neighbourhood-planning/current-projects/st-quintin-and-woodlands, ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC023, ,316 - 324 Kensal Road W10 5BZ,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",524091,182347,0.089999999999999997,Not owned by a public authority,yes,Permissioned,full planning permis,2016-07-27,"https://www.rbkc.gov.uk/PP/15/08131
", ,17,Demolition of two storey Class B1 (office use) commercial property and redevelopment comprising rebuild into mixed use Class B1 (office use) commercial and residential market housing (MAJOR APPLICATIO,Demolition of two storey Class B1 (office use) commercial property and redevelopment comprising rebuild into mixed use Class B1 (office use) commercial and residential market housing (MAJOR APPLICATIO, ,17,17, ,"https://www.rbkc.gov.uk/PP/15/08131
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0014,,"Coombe Wood Oaks, 3 Coombe Hill Glade, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.25374099999999999,51.418035000000003,0.11,Unknown ownership,yes,Permissioned,full planning permis,2016-03-30,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=16/14116/FUL,,5,"""Demolition of existing house. Erection of two-storey detached house (C3) plus roof accommodation with associated access and landscaping.""",,,,,,,"""Planning permission 16/14116/FUL for 0 net additional homes (C3) granted on 30/03/2016.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,P/0312/16,,"College Road, 88-98, 4th floor, Harrow",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.33883049622671202,51.580337318275802,0.1044226223,Not in public ownership,Yes,Permissioned,full planning permis,2016-06-24,,,8,Addition of fourth floor to provide eight flats; external alterations to existing building,,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,P/0615/15,,"Kymberley Road, Kings House, 2nd to 8th floors, Harrow",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.33811803730670598,51.580593156130298,0.1102682867,Not in public ownership,Yes,Permissioned,planning permission ,2015-04-09,,,262,Conversion of offices (Class B1a) to 262 self-contained flats (Class C3) (PRIOR APPROVAL),,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,Site Allocations R1,,"Alexandra Avenue, 465-473, adjacent Rayners Lane Station",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.37054002693322002,51.574571398936598,0.11,Not in public ownership,Yes,Not permissioned,,,,,15,Allocated site suitable for replacement/ increased retail floorspace at ground floor/basement level with residential above,Classes A1-A5,,,,,,The design and layout of any proposals must be sens,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,15/07397/FULL, ,"49 Charing CrossLondonSW1A 2DX",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/07397/FULL,OSGB36,530031.79222525901,180315.39294110599,0.106158348,Unknown ownership, ,Permissioned,full planning permis,2016-09-08,http://idoxpa.westminster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NSZ249RPL4T00, ,10,"Use of part basement, part ground, part first and the upper floors of 49-50 Charing Cross and part basement and part ground of 12 Whitehall as 10 residential flats (Class C3). External alterations inc",, ,0,0, ,http://idoxpa.westminster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NSZ249RPL4T00,GLA,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR021,,"Arthur Stanley House, 44-50 Tottenham St, W1",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.13731299999999999,51.519981000000001,0.11,Not owned by a public authority,Yes,Permissioned,full planning permis,2017-01-10,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=402299&XSLT=/Northgate/PlanningExplorer17/S,,12,Refurbishment of the existing eight storey Arthur Stanley House and new build element to the rear facing Tottenham Mews to enable a change of use from health care (Class D1) to a mixed use development,,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR048,,101 Bayham Street London NW1 0AG,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.14080500000000001,51.538105000000002,0.11,Unkown ownership,Yes,Permissioned,planning permission ,2014-05-06,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/2620/P%20and%20Date%20Validated%20is%,,26,Change of use from office (Class B1a) to residential (Class C3) to create 26 units at ground to fourth floor level.,,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,2014/1061/OUT,,Land to the Rear 35-47 Jordan Court,https://maps.london.gov.uk/brownfield-site-register,OSGB36,538199,193488,0.11,Not owned by a public authority,yes,Permissioned,full planning permis,2014-11-14,,,5,the demolition of existing garages and construction of 5 x 3-bedroom houses.,,,,,,,,2017-12-06,2017-12-06,Waltham Forest,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-88,,“3-5 Tunnel Ave Greenwich“,www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,540055,178358,0.11,Unknown ownership,Yes,Permissioned,Full planning permis,2017-09-22,,,23,"""16/3858/F. Demolition of the existing building and construction of a 4-storey block comprising 23 self-contained flats (12 x 1-brm, 10 x 2 -brm and 1 x 3-brm).""",,,,,,,"“Not started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,14-AP-1085,, 170 Sumner Road  SE15 6JL,,OSGB3,533856.13,177214.26000000001,0.11,Unknown ownership,yes,Permissioned,full planning permis,2015-01-01,,,14,"DEMOLITION OF EXISTING VACANT OFFICE BUILDING FOLLOWED BY THE ERECTION OF 14 RESIDENTIAL UNITS IN A PART 3, PART 4 STOREY BUILDING COMPRISING X5 ONE BED UNITS, X6 TWO BED UNITS, AND X3 THREE BED UNITS",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
