OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Uni_ID,Settlement,Parish,SHLAA2018_Suitable,SHLAA2018_Available,SHLAA2018_Achievable,SHLAA2018_Timescale,SHLAA2018_Capacity,Latest_MostRelevantResidentialApplication,Total_ha,BF_ha,CoordinateReferenceSystem_WGS84,GeoX_WGS84,GeoY_WGS84,CoordinateReferenceSystem_ETRS89,GeoX_ETRS89,GeoY_ETRS89
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3035,,"""Lynemouth Scrapyard, Albion Terrace, Lynemouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,428738,591338,0.69,unknown ownership,,not permissioned,,,,,9,"Land at edge of settlement, currently utilised for caravan storage but potentially available for redevelopment. Small-scale development is considered to be fitting for the site and locality",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,70,Lynemouth,Ellington and Linton CP,Suitable,Available,Achievable,6-10 Years,10,,0.69,0.69,WGS84,-1.54986,55.21548,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3036,,"""Queen Street Garages, Park Road, Lynemouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,429024,590936,0.33,unknown ownership,,not permissioned,,,,,7,"Potential redevelopment of land within settlement through infill scheme, formerly occupied by garages but now vacant following clearance",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,71,Lynemouth,Lynemouth CP,Suitable,Available,Achievable,6-10 Years,8,,0.33,0.33,WGS84,-1.54541,55.21185,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3049,,"""Post Office, West Market Street, Lynemouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,429526,591008,0.01,unknown ownership,,not permissioned,,2009-06-05,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00BD53TGLI000,,0,"Opportunity for redevelopment of former post office and garage site as urban infill. Through the SHLAA, yield of 6 dwellings is identified between sites 3049 and 3076 with indicative delivery recorded against the latter. Identified yield reflects high density scheme, delivering apartments, and appropriate for the location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Permitted application, across Sites 3049 and 3076 not implemented, involved demolition of existing buildings and new build scheme of 6 apartments, but has lapsed - CM/20090251 . Previous application withdrawn - CM/20080727",2016-06-30,2017-12-17,72,Lynemouth,Lynemouth CP,Suitable,Available,Achievable,6-10 Years,0,CM/20090251,0.01,0.01,WGS84,-1.53752,55.21247,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3052,,"""Hadston Industrial Estate (North), Hadston""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,425052,600439,2.61,unknown ownership,,pending decision,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LITDLCQS04P00,,53,"Potential opportunity for redevelopment of employment land - application for 65 units currently pending consideration (see SHLAA sites 3052 and 3053). Mix of vacant and cleared industrial land - any residential scheme would have to be able to relate to surrounding, occupied employment sites and business and reflective of adjacent housing",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Outline application for development of 65 homes following demolition, relating to Sites 3052 (in part) and 3053, currently pending consideration - 17/01887/OUT",2017-12-17,2017-12-17,73,Hadston,East Chevington CP,Suitable,Available,Achievable,6-10 Years,59,17/01887/OUT,2.61,2.61,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3059,,"""Benfield VW Garage, Castle Bank, Morpeth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,420047,585703,0.19,unknown ownership,,not permissioned,,,,,7,Vacant former garage site offering opportunity for redevelopment within urban environment. Development at any increased density could be fitting for the location,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,75,Morpeth,Morpeth CP,Suitable,Available,Achievable,6-10 Years,8,,0.19,0.19,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3068,,"""Gas Works, Gas House Lane, Morpeth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,420362,585965,0.23,unknown ownership,,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NQHWAXQS0GA00,,8,"Former gasworks site, now vacant following clearance, offering opportunity for infill redevelopment within town centre location. Indicative yield identified reflects urban environment",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Proposed change of use from gas works site to open storage approved in 2016 - 16/00598/FUL,2017-12-17,2017-12-17,77,Morpeth,Morpeth CP,Suitable,Available,Achievable,11-15 Years,9,,0.23,0.23,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3069,,"""Goose Hill Police Station, Castle Bank, Morpeth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,420213,585701,0.56,unknown ownership,,pending decision,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00BCWETGLI000,,18,Police station site that has potential to come forward for redevelopment when no longer required and declared surplus. Application for redevelopment has now been submitted. A scheme is likely to involve conversion of existing buildings alongside an element of new-build development,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Application currently pending for proposed development of 32 units, through refurbishment and change of use into 6 houses and the demolition for new build construction of 7 houses and 19 apartments - 17/02588/FUL",2017-12-17,2017-12-17,78,Morpeth,Morpeth CP,Suitable In Part,Available,Achievable,11-15 Years,20,17/02588/FUL,0.56,0.56,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3074x,3074,"""St George's Hospital (land north), Morpeth (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,419898,587235,20.80,unknown ownership,yes,permissioned,full planning permission,2018-05-04,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NOP3EVQS0GA00,,282,"Large strategic site with hybrid full and outline permissions for 875 homes - forecast for delivery to commence within next 5 years. Site is a mix of brownfield and greenfield land with the former involving redevelopment of existing buildings. Brownfield element (c.20ha) represents around one-third of the site area - indicative yield of around 282 dwellings can be calculated based on methodological approach. For indicative purposes in the BF Register, the original SHLAA site (ref 3074) is split to reflect brownfield and greenfield elements - total area of 64.51ha",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Hybrid full and outline permissions for large mixed-use scheme, including up to 875 dwellings and a wide variety of supporting infrastructure, services and facilities - 16/00994/FULES",2017-12-17,2018-12-31,80,Morpeth,Morpeth CP,Suitable,Available In Part,Achievable,0-5 Years,282,16/00994/FULES,64.51,20.80,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3076,,"""Lynemouth Garage, West Market Street, Lynemouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,429531,590996,0.05,unknown ownership,,not permissioned,,2009-06-05,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00BD53TGLI000,,5,"Opportunity for redevelopment of former post office and garage site as urban infill. Through the SHLAA, yield of 6 dwellings is identified between sites 3049 and 3076 with indicative delivery recorded against the latter. Identified yield reflects high density scheme, delivering apartments, and appropriate for the location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Permitted application, across Sites 3049 and 3076 not implemented, involved demolition of existing buildings and new build scheme of 6 apartments, but has lapsed - CM/20090251 . Previous application withdrawn - CM/20080727",2016-06-30,2017-12-17,81,Lynemouth,Lynemouth CP,Suitable,Available,Achievable,6-10 Years,6,CM/20090251,0.05,0.05,WGS84,-1.53744,55.21235,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3084,,"""Ponteland Library, Thornhill Road, Ponteland""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,416447,572997,0.08,not owned by a public authority,yes,permissioned,full planning permission,2017-08-24,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00BC75TGLI000,,25,Permitted site for 25 units - yet to commence but forecast to be delivered within next 5 years. Redevelopment of former library within town centre following relocation of facility to a new site,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for development of 25 apartments in two blocks approved August 2017 - 16/04427/FUL,2017-12-17,2018-12-31,82,Ponteland,Ponteland,Suitable,Available,Achievable,0-5 Years,25,16/04427/FUL,0.08,0.08,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3101,,"""Lynemouth Conveyor (south), Lynemouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430147,590536,42.83,not owned by a public authority,,pending decision,,2008-02-20,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KHOJ57LW00500,,180,"Large strategic brownfield site with application for mixed-use scheme pending, involving redevelopment of industrial land. Significant area to the south of Lynemouth village, formerly the site of Lynemouth Colliery. Identified yield reflects development of an element of the site, adjacent to existing village",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Outline application for mixed-use scheme, including up to 200 homes, employment and community uses, currently pending a decision - CM/20090157",2016-06-30,2017-12-17,84,Lynemouth,Lynemouth CP,Suitable In Part,Available In Part,Achievable In Part,6-10 Years,200,CM/20090157,42.83,42.83,WGS84,-1.52781,55.20819,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3133,,"""Pegswood Garage (former), Longhirst Road, Pegswood""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,422673,587613,0.17,unknown ownership,,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MALFAQQS04N01,,5,Potential redevelopment of former garage site and vacant land within village. Indicative yield identified could be at lower range given the setting,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Proposal for a part change of use from garage to residential use, providing 10 dwellings, withdrawn in June 2017 - 15/04227/FUL",2016-06-30,2017-12-17,85,Pegswood,Pegswood CP,Suitable,Available,Achievable,11-15 Years,5,15/04227/FUL,0.17,0.17,WGS84,-1.64548,55.18232,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3325,,"""Garage Site, Fourth Row, Linton""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,426275,591353,0.59,not owned by a public authority,,not permissioned,,2010-03-26,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KIECRULW00500,,14,Range of garages and small-scale buildings are currently present but the land offers potential for redevelopment through infill scheme - previous application lapsed prior to commencement. Yield reflective of adjacent residential development,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Scheme was consented for 5 detached dwellings but permission has now lapsed - 10/S/00036/VARYCO. This extended the time limit of original application - 03/D/0614 and CM/20061032,2016-06-30,2017-12-17,87,Linton,Ellington and Linton CP,Suitable,Available,Achievable,6-10 Years,15,CM/20061032,0.59,0.59,WGS84,-1.58858,55.21575,,,
