OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01727,,"""35 Aire Street, Leeds, LS1 4HT""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01727,ETRS89,-1.55094,53.795654,0.02,not owned by a public authority,yes,permissioned,full planning permission,22/10/2015,,,8,"Change of use of offices to eight flats and alterations including first, second and third floor extension to side and rear and four dormer windows (to front / rear)",,,8,8,,,,19/12/2017,01/02/2019,5248,429678,433354
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01728,,"""Former Farnley Working Mens Club, Butt Lane, Farnley, Leeds, LS12 5BD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01728,ETRS89,-1.6227629,53.788729,0.31,not owned by a public authority,yes,permissioned,full planning permission,20/10/2015,,,8,Demolition of former club to be replaced with 8 dwellings,,,8,8,,,,19/12/2017,01/02/2019,5249,424951,432556
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01729,,"""Garnet Grove, Beeston, Leeds, LS11 5JX""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01729,ETRS89,-1.5435273,53.77507,0.37,owned by a public authority,yes,not permissioned,,,,,20,,,,20,20,,,,19/12/2017,01/02/2019,5250,430181,431067
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01747,,"""Stocks Blocks site,  Ninelands Lane, Garforth""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01747,ETRS89,-1.3754632,53.789386,7.99,not owned by a public authority,yes,permissioned,full planning permission,04/01/2018,,,240,"Demolition of existing buildings, development of 241 dwellings and provision of open space, landscaping and drainage works",,,240,240,,,,19/12/2017,01/02/2019,5268,441243,432744
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01751,,"""Globe Quay, Globe Road, Holbeck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01751,ETRS89,-1.5537037,53.792725,0.11,not owned by a public authority,yes,not permissioned,,,,,16,,,,16,16,,,,11/07/2016,01/02/2019,5272,429498,433027
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01766,,"""The Old Mill, Miry Lane, Guiseley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01766,ETRS89,-1.6885403,53.865423,0.40,not owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,01/02/2019,5287,420580,441068
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01784,,"""Hough Top Court Amenity Space, Hough Top, Pudsey""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01784,ETRS89,-1.6415911,53.798619,2.52,owned by a public authority,,not permissioned,,,,,76,,,,76,76,,,,19/12/2017,01/02/2019,5305,423705,433650
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01818,,"""York road/ South Parkway, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01818,ETRS89,-1.4580834,53.816374,1.22,owned by a public authority,yes,permissioned,full planning permission,14/06/2017,,,30,"33 dwellings, creation of new public space and associated highway improvements",,,30,30,,,,11/07/2016,01/02/2019,5333,435777,435702
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01827,,"""The Fellmonger, North Parkway, Seacroft, Leeds, LS14 6QS""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01827,ETRS89,-1.4744853,53.821382,0.19,not owned by a public authority,yes,permissioned,full planning permission,19/01/2017,,,12,Demolition of public house and erect part two storey and part three storey block of 12 flats,,,12,12,,,,19/12/2017,01/02/2019,5342,434693,436251
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01830,,"""101 Commercial Road, Kirkstall, Leeds, LS5 3AD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01830,ETRS89,-1.5979329,53.812341,0.31,not owned by a public authority,yes,permissioned,full planning permission,24/07/2017,,,14,Extension of existing residential block to form 8 additional apartments,,,14,14,,,,19/12/2017,01/02/2019,5345,426572,435192
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01832,,"""Site Of Former Spotted Cow, Top Moor Side, Holbeck, Leeds, LS11 9LH""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01832,ETRS89,-1.5599785,53.784947,0.10,not owned by a public authority,yes,permissioned,full planning permission,09/12/2016,,,17,17 Apartments to Vacant Site,,,17,17,,,,19/12/2017,01/02/2019,5347,429090,432159
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01833,,"""Zicon House, Wade Lane, Leeds, LS2 8NL""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01833,ETRS89,-1.5421477,53.801454,0.10,not owned by a public authority,yes,permissioned,full planning permission,07/10/2016,,,79,Two-storey roof top extension to provide an additional 14 flats,,,79,79,,,,19/12/2017,01/02/2019,5348,430253,434003
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01834,,"""Land North Of St Hildas Crescent, Cross Green, Leeds. LS9 0DB""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01834,ETRS89,-1.5192665,53.789518,0.27,owned by a public authority,yes,permissioned,full planning permission,29/02/2016,,,7,Erection of 7no. affordable houses,,,7,7,,,,19/12/2017,01/02/2019,4087,431769,432685
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01835,,"""Temple Works Mixed Use Site""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01835,ETRS89,-1.5537273,53.789067,11.37,not owned by a public authority,yes,not permissioned,,,,,1000,,,,1000,1000,,,,19/12/2017,01/02/2019,5349,429499,432620
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01836,,"""Adel Eastmoor""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01836,ETRS89,-1.5749154,53.853777,1.51,not owned by a public authority,yes,not permissioned,,,,,27,,,,27,27,,,,19/12/2017,01/02/2019,5350,428060,439811
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01839,,"""Land At David Street, Holbeck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01839,ETRS89,-1.551489,53.791144,0.45,not owned by a public authority,yes,permissioned,full planning permission,15/06/2016,,,72,"Proposed residential and commercial development comprising 72 dwellings, A1/A2/B1 flexible space at ground floor, associated covered parking area and landscaping",,,72,72,,,,19/12/2017,01/02/2019,5353,429645,432852
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01840,,"""Land At Devonshire Lodge, Devonshire Avenue, Lidgett Park""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01840,ETRS89,-1.5133337,53.84442,0.40,not owned by a public authority,yes,not permissioned,,,,,1,,,,1,1,,,,19/12/2017,01/02/2019,5354,432118,438796
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01841,,"""Elmete Wood School, Elmete Lane, Roundhay""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01841,ETRS89,-1.4863061,53.834825,1.05,owned by a public authority,yes,not permissioned,,,,,1,,,,1,1,,,,19/12/2017,01/02/2019,5355,433904,437741
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01842,,"""Unit 111 Regent Street, Sheepscar""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01842,ETRS89,-1.5333419,53.802786,0.01,not owned by a public authority,yes,permissioned,determination for permitted development,28/04/2016,,,6,Change of use to 6 residential units,,,6,6,,,,19/12/2017,01/02/2019,5356,430832,434155
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01843,,"""Trafalgar House, 29 Park Place""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01843,ETRS89,-1.5530158,53.797459,0.11,not owned by a public authority,yes,permissioned,determination for permitted development,29/11/2016,,,5,Change of use from offices (B1) to form 40 flats (C3),,,5,5,,,,19/12/2017,01/02/2019,5357,429540,433554
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01846,,"""Caspar, North Street Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01846,ETRS89,-1.5389986,53.802017,0.47,not owned by a public authority,yes,permissioned,full planning permission,02/02/2016,,,45,Detached block of six apartments to existing car park,,,45,45,,,,19/12/2017,01/02/2019,2006A,430460,434067
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01847,,"""Centenary House, North Street Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01847,ETRS89,-1.5391692,53.801694,0.26,not owned by a public authority,yes,permissioned,full planning permission,22/11/2017,,,85,"Demolition of existing extension and change of use, extension and alterations of building to form 80 flats and commercial ground floor unit (use class A1, A2, A3 or A4)",,,85,85,,,,19/12/2017,01/02/2019,2006B,430449,434031
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01848,,"""Site of Leeds City College, Calverley Lane, Horsforth, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01848,ETRS89,-1.6545753,53.831473,2.54,not owned by a public authority,yes,permissioned,full planning permission,19/03/2018,,,72,Amendment to previous approval 15/05497/FU for two additional apartments in the roof space (Application 15/05497/FU for demolition of existing building and construction of 12 apartments with associated car parking and landscaping),,,72,72,,,,19/12/2017,01/02/2019,5009A,422832,437301
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01852,,"""Kirkstall Road, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01852,ETRS89,-1.5687164,53.800159,5.16,not owned by a public authority,yes,not permissioned,,,,,553,,,,553,553,,,,19/12/2017,01/02/2019,3390_3393,428504,433848
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01865,,"""67 - 83 Cookridge Street, Leeds, LS2 3AW""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01865,ETRS89,-1.5468428,53.802541,0.08,not owned by a public authority,yes,permissioned,full planning permission,16/09/2016,,,96,"Demolition of existing building and erection of student accommodation building, including two units for A1-A3 use and a flexible lettings office/ancillary student facilities.",,,96,96,,,,19/12/2017,01/02/2019,5373,429943,434122
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01866,,"""49 St Pauls Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01866,ETRS89,-1.5524779,53.798077,0.03,not owned by a public authority,yes,permissioned,determination for permitted development,13/10/2016,,,10,Change of use from offices (B1) to form 10 flats (C3),,,10,10,,,,19/12/2017,01/02/2019,5374,429575,433623
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01867,,"""2 The Embankment, Sovereign Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01867,ETRS89,-1.5456419,53.79283,0.25,not owned by a public authority,yes,permissioned,determination for permitted development,08/12/2016,,,41,Change of use from offices B1 to residential use (41No. Units) C3,,,41,41,,,,19/12/2017,01/02/2019,5375,430029,433042
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01869,,"""Former Site of Barfield House, Britannia Road, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01869,ETRS89,-1.6034341,53.736257,0.21,not owned by a public authority,yes,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,01/02/2019,5377,426257,426725
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01870,,"""Land Adjacent To 11 Hall Road, Armley, Leeds, LS12 1UZ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01870,ETRS89,-1.5902512,53.796451,0.07,not owned by a public authority,yes,permissioned,outline planning permission,21/09/2016,,,8,Outline application for residential development,,,8,8,,,,19/12/2017,01/02/2019,5378,427088,433427
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01871,,"""Green Flag House And Park House, Cote Lane, Farsley, Pudsey, LS28 5GF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01871,ETRS89,-1.683081,53.807041,1.55,not owned by a public authority,yes,permissioned,determination for permitted development,12/04/2017,,,139,Change of use of offices (B1) to form 30 apartments (C3),,,139,139,,,,19/12/2017,01/02/2019,5379,420968,434574
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01872,,"""Land Off Carlise Road, Pudsey""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01872,ETRS89,-1.6688704,53.789341,0.24,not owned by a public authority,yes,permissioned,full planning permission,29/11/2016,,,8,"Residential development of eight dwellings with associated access, parking and landscaping",,,8,8,,,,19/12/2017,01/02/2019,5380,421913,432609
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01873,,"""1 Union Court, Westgate, Otley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01873,ETRS89,-1.6991235,53.903648,0.55,not owned by a public authority,yes,permissioned,full planning permission,25/11/2016,,,32,"External alterations to the building, erect new  bin store, reduce number of 41 existing flats by 10, sixteen existing flats have been enlarged within the existing building, one flat will be used as guest accommodation",,,32,32,,,,19/12/2017,01/02/2019,5381,419866,445318
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01874,,"""Bramley Liberal Club, 14 Hough Lane, Bramley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01874,ETRS89,-1.6307425,53.8117,0.22,not owned by a public authority,yes,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,01/02/2019,5382,424412,435109
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01876,,"""Protection House, 16 - 17 East Parade""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01876,ETRS89,-1.5495669,53.799127,0.08,not owned by a public authority,yes,permissioned,full planning permission,10/02/2017,,,7,Change of use of lower ground and ground floors to form restaurant/bar (A3/A4); alterations and three storey rear extension to form six flats; change of use of existing building to form 13 hotel / serviced apartments,,,7,7,,,,19/12/2017,01/02/2019,5384,429766,433741
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01877,,"""Blenheim Court, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01877,ETRS89,-1.549717,53.807792,0.26,not owned by a public authority,yes,permissioned,full planning permission,20/01/2017,,,52,Demolition of existing office building and erection of a student accommodation building,,,52,52,,,,19/12/2017,01/02/2019,5385,429750,434705
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01878,,"""Baileys House Adult Residential Centre, Baileys Hill, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01878,ETRS89,-1.4613718,53.822888,0.25,not owned by a public authority,yes,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,01/02/2019,5386,435555,436425
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01879,,"""Quarry Court, High Street, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01879,ETRS89,-1.6018723,53.739505,0.23,not owned by a public authority,yes,permissioned,determination for permitted development,03/02/2017,,,9,Change of use from offices to nine apartments,,,9,9,,,,19/12/2017,01/02/2019,5387,426358,427087
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01880,,"""Valley Mills, Whitehall Road, Drighlington""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01880,ETRS89,-1.6446073,53.765067,1.48,not owned by a public authority,yes,permissioned,outline planning permission,19/09/2016,,,44,"Outline application for residential development including demolition of factory, storage and office buildings and terraced houses",,,44,44,,,,19/12/2017,01/02/2019,5388,423525,429916
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01881,,"""Former Site Of The Whinmoor Pub, Stanks Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01881,ETRS89,-1.4435604,53.81887,0.69,not owned by a public authority,yes,permissioned,full planning permission,06/03/2017,,,22,"Construction of 22 dwellings, external drives, footpaths, access roads, drainage and landscaping works, and works to adjacent footpath, including relocation of verge",,,22,22,,,,19/12/2017,01/02/2019,5389,436731,435987
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01882,,"""Hill Top Works & Buslingthorpe Tannery, Buslingthorpe Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01882,ETRS89,-1.5407993,53.813708,3.23,not owned by a public authority,,not permissioned,,,,,189,,,,189,189,,,,19/12/2017,01/02/2019,125_210,430333,435367
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01883,,"""Land Adjacent To 320 Pudsey Road, Bramley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01883,ETRS89,-1.6361384,53.797138,0.26,not owned by a public authority,yes,permissioned,outline planning permission,21/10/2016,,,9,Outline application for the residential development of the site for 9 houses with associated access,,,9,9,,,,19/12/2017,01/02/2019,5390,424065,433487
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01884,,"""Norton House, Deighton House, Wetherby""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01884,ETRS89,-1.3827386,53.93272,0.28,not owned by a public authority,yes,permissioned,full planning permission,12/05/2016,,,7,Demolition of existing dwelling and outbuildings and erection of seven dwellings and associated works,,,7,7,,,,19/12/2017,01/02/2019,5391,440625,448687
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01886,,"""Former Stanks Fire Station, Sherburn Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01886,ETRS89,-1.4493912,53.82482,0.28,not owned by a public authority,yes,permissioned,outline planning permission,12/05/2016,,,5,Outline application for residential development with associated access,,,5,5,,,,19/12/2017,01/02/2019,5393,436342,436646
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01887,,"""Roberts Wharf, Neptune Street, Leeds, LS9 8DX""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01887,ETRS89,-1.5302247,53.792321,0.56,not owned by a public authority,yes,permissioned,full planning permission,08/12/2016,,,14,Conversion of vacant ground floor office space into 14 apartments,,,14,14,,,,19/12/2017,01/02/2019,5394,431045,432992
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01888,,"""Junction Of Mabgate, Hope Road And Argyle Road, Sheepscar""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01888,ETRS89,-1.5317235,53.800856,0.24,not owned by a public authority,yes,permissioned,full planning permission,15/06/2017,,,89,"Demolition of existing structures and the erection of two residential blocks, with office unit; associated landscaping and works",,,89,89,,,,01/02/2019,01/02/2019,5395,430940,433941
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01890,,"""2 - 8 Brunswick Court, Bridge Street, Sheepscar""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01890,ETRS89,-1.5350109,53.801516,0.28,not owned by a public authority,yes,permissioned,determination for permitted development,02/08/2017,,,45,Change of use from office use (class use B1) to dwellings (class use C3),,,45,45,,,,01/02/2019,01/02/2019,5397,430723,434013
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01891,,"""51 - 53 Great George Street, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01891,ETRS89,-1.5516121,53.800959,0.02,not owned by a public authority,yes,permissioned,full planning permission,15/09/2017,,,5,Change of use from (B1) office to( C3) to form five flats,,,5,5,,,,01/02/2019,01/02/2019,5398,429630,433944
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01892,,"""The Radius, Springwell Road, Holbeck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01892,ETRS89,-1.5621697,53.791687,0.39,not owned by a public authority,yes,permissioned,full planning permission,09/06/2017,,,224,Demolition of existing buildings and erect multi level development comprising 224 apartments and commercial unit with associated car parking and landscaping,,,224,224,,,,01/02/2019,01/02/2019,5399,428941,432908
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01893,,"""Global Court, Millshaw Court, Global Avenue""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01893,ETRS89,-1.5727633,53.764958,3.15,not owned by a public authority,yes,permissioned,determination for permitted development,22/09/2017,,,142,Change of use of offices (B1a) to 142 flats (C3),,,142,142,,,,01/02/2019,01/02/2019,5400,428261,429930
